  Cycle   ACYCAA01:1  ATTNDR01:1  CPHLPS01:1  DOXYSC01:1  DWIRPP01:1  OXYSSC01:1  POPTDR01:1  POTMCV01:1  PRESPR01:1  PSALCC01:1  SIGTPR01:1  TEMPST01:1  UWIRPP01:1  
Number              f           f           f           f           f           f           f           f           f           f           f           f           f 
     464)        464       0.033        0.01       174.9        0.00       67.38      99.180      13.649      466.00      35.859      26.926      13.713        0.00 
     465)        465       0.033        0.00       174.6        0.00       67.22      99.180      13.613      467.00      35.854      26.929      13.677        0.00 
     466)        466       0.032        0.01       174.1        0.00       66.98      99.190      13.575      468.00      35.848      26.933      13.639        0.00 
     467)        467       0.033        0.01       173.8        0.00       66.82      99.190      13.544      469.00      35.844      26.936      13.608        0.00 
     468)        468       0.032       -0.01M      173.8        0.00       66.80      99.200      13.525      470.00      35.841      26.938      13.589        0.00 
     469)        469       0.033       -0.00M      173.7        0.00       66.74      99.180      13.522      471.00      35.841      26.938      13.587        0.00 
     470)        470       0.033        0.00       173.1        0.00       66.52      99.190      13.511      472.00      35.839      26.939      13.576        0.00 
     471)        471       0.033        0.01       172.8        0.00       66.36      99.180      13.487      473.00      35.836      26.941      13.552        0.00 
     472)        472       0.033        0.01       172.5        0.00       66.19      99.180      13.447      474.00      35.831      26.946      13.512        0.00 
     473)        473       0.040       -0.01M      172.2        0.00       66.01      99.010      13.410      475.00      35.825      26.949      13.475        0.00 
     474)        474       0.036       -0.02M      172.2        0.00       65.93      99.100      13.355      476.00      35.818      26.955      13.420        0.00 
     475)        475       0.033       -0.02M      172.4        0.00       65.98      99.180      13.335      477.00      35.814      26.956      13.400        0.00 
     476)        476       0.033       -0.01M      172.7        0.00       66.08      99.190      13.300      478.00      35.809      26.959      13.365        0.00 
     477)        477       0.033       -0.01M      172.8        0.00       66.07      99.190      13.280      479.00      35.807      26.962      13.345        0.00 
     478)        478       0.033       -0.01M      172.9        0.00       66.10      99.180      13.263      480.00      35.804      26.963      13.328        0.00 
     479)        479       0.033       -0.02M      173.1        0.00       66.15      99.180      13.246      481.00      35.802      26.965      13.311        0.00 
     480)        480       0.033        0.01       172.8        0.00       66.02      99.180      13.236      482.00      35.801      26.966      13.301        0.00 
     481)        481       0.033        0.05       172.4        0.00       65.80      99.180      13.207      483.00      35.797      26.969      13.272        0.00 
     482)        482       0.033        0.07       171.9        0.00       65.60      99.180      13.182      484.00      35.794      26.972      13.247        0.00 
     483)        483       0.033        0.06       171.8        0.00       65.51      99.190      13.158      485.00      35.790      26.973      13.224        0.00 
     484)        484       0.033        0.05       171.7        0.00       65.43      99.180      13.125      486.00      35.786      26.977      13.191        0.00 
     485)        485       0.033        0.07       171.5        0.00       65.32      99.180      13.099      487.00      35.782      26.979      13.165        0.00 
     486)        486       0.032        0.07       171.2        0.00       65.18      99.200      13.078      488.00      35.779      26.981      13.144        0.00 
     487)        487       0.032        0.03       170.8        0.00       64.96      99.200      13.042      489.00      35.773      26.984      13.108        0.00 
     488)        488       0.032        0.04       170.3        0.00       64.70      99.200      12.984      490.00      35.765      26.989      13.050        0.00 
     489)        489       0.032        0.02       170.1        0.00       64.61      99.200      12.958      491.00      35.763      26.993      13.024        0.00 
     490)        490       0.032        0.01       170.2        0.00       64.64      99.190      12.954      492.00      35.762      26.993      13.020        0.00 
     491)        491       0.033        0.01       170.7        0.00       64.86      99.180      12.982      493.00      35.767      26.992      13.048        0.00 
     492)        492       0.033        0.01       170.6        0.00       64.94      99.190      13.064      494.00      35.776      26.982      13.131        0.00 
     493)        493       0.032       -0.00M      170.2        0.00       64.63      99.200      12.961      495.00      35.764      26.993      13.027        0.00 
     494)        494       0.032        0.01       170.3        0.00       64.66      99.210      12.939      496.00      35.761      26.996      13.005        0.00 
     495)        495       0.032        0.05       170.6        0.00       64.75      99.210      12.925      497.00      35.759      26.997      12.991        0.00 
     496)        496       0.032        0.04       171.0        0.00       64.86      99.190      12.911      498.00      35.758      26.999      12.978        0.00 
     497)        497       0.033        0.03       171.2        0.00       64.94      99.180      12.904      499.00      35.756      26.999      12.971        0.00 
     498)        498       0.032       -0.02M      171.2        0.00       64.98      99.200      12.934      500.00      35.760      26.996      13.001        0.00 
