date,depth2,fluo,fluo_volt,ratio,weighted_470,weighted_440,tchla,micro,nano,pico,peri,but,fuco,viola,hex,diad,allo,zea,tchlb,chla,ps_440,ps_470,month,monthabb,year,season,abs,abs_sd,yield,yield_sd,slope,slope_sd,ps,ps_sd,slope_calc
2013-02-14,70,0.2014,1.2639,0.10452586206896552,0.00553342842124228,0.0062639214256384355,0.1313,0.26298745475821156,0.5898894240799704,0.22636768534392832,0.0015,0.0113,0.0177,0.0021,0.0224,0.0051,0.0041,0.0046,0.0261,0.1313,0.005609179638691315,0.004955042045315015,2,Feb,2013,Winter,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-14,60,0.2008,1.2628,0.10587002096436057,0.0052682314801711875,0.005896463408114747,0.1334,0.2591074641274299,0.6019746368862171,0.219009171091316,0.0014,0.0119,0.0181,0.0021,0.0234,0.0055,0.0044,0.0046,0.0261,0.1334,0.005272204703482054,0.00471048370292036,2,Feb,2013,Winter,0.029658077741992632,0.0032423074677105095,11.252263332617627,0.5328385376309219,0.23804719543030514,0.019581675871515082,0.02544059669591616,0.0026235716501977996,0.33372050069214665
2013-02-14,50,0.2073,1.2755,0.1137123745819398,0.005475267477149077,0.006205604628554167,0.1233,0.25084948284231356,0.6073148874201859,0.22047346999738615,0.0014,0.0111,0.0164,0.0022,0.0216,0.0058,0.0044,0.0044,0.0246,0.1233,0.005499950590524596,0.004852661810851189,2,Feb,2013,Winter,0.031975125700959665,0.003802587352784892,9.861214705229013,1.263972697870182,0.2547281306841562,0.0300537197366814,0.02681164025231453,0.0030099533041791585,0.3153135797638496
2013-02-14,40,0.1955,1.2521,0.12437810945273635,0.0046848637514692905,0.005298713886863251,0.1132,0.24201313361442428,0.6167747389256002,0.2171994680576889,0.0011,0.0095,0.0144,0.0023,0.0189,0.0061,0.0045,0.0039,0.022,0.1132,0.00463966987108424,0.004102169255017886,2,Feb,2013,Winter,0.029651391854364075,0.0031512074631917177,11.299875348763292,1.1187456913581866,0.24897438744874797,0.03620727679024648,0.025727927652287434,0.002163126472840565,0.3350570318716493
2013-02-14,30,0.1962,1.2536,0.13801452784503637,0.00434219597051401,0.004901782826165276,0.1207,0.22708864841282636,0.6421722512542796,0.19953717315224911,0.0011,0.0092,0.0147,0.0024,0.0186,0.0072,0.0063,0.0042,0.0213,0.1207,0.004225265583813168,0.0037429098438329,2,Feb,2013,Winter,0.03220647033617982,0.0022727799543678876,10.099277399207072,1.041880212352009,0.27828930898448573,0.03162921976480995,0.02798470872984119,0.0016162552651708079,0.32526207797441387
2013-02-14,20,0.2004,1.2619,0.14087759815242495,0.0051635143661509925,0.005886173751483542,0.1271,0.215352380275938,0.6603601044089706,0.1918070919970879,0.0011,0.0097,0.0149,0.0025,0.0195,0.0079,0.0073,0.0043,0.0219,0.1271,0.005056943731066692,0.0044360908642220994,2,Feb,2013,Winter,0.03632135466247872,0.0015650920447452862,7.775300120741323,1.0298800422587255,0.25509284882177763,0.028207333264223387,0.031123732247173883,0.0010868277984791566,0.2824094332926592
2013-02-14,10,0.1919,1.2447,0.1376734258271078,0.005533902194672225,0.0063394641563320865,0.1399,0.212075570544514,0.6700746537441472,0.18521004551258963,0.0012,0.0109,0.0159,0.0026,0.0211,0.0087,0.0081,0.0042,0.0236,0.1399,0.005466688408021693,0.004772030921339549,2,Feb,2013,Winter,0.03790632164801343,0.0013071566280883967,7.3200545201086555,0.74141003359417,0.24506473002477744,0.02299249507662841,0.03161680891785094,6.864259522924714e-4,0.2774763411202333
2013-02-14,5,0.1929,1.2468,0.14012738853503187,0.005989949301022862,0.006809918693451851,0.1398,0.22164058952235485,0.6614870164719481,0.18578210791396604,0.0012,0.0111,0.0165,0.0025,0.0214,0.0089,0.0076,0.0043,0.0232,0.1398,0.005855662570802547,0.0051505933480132885,2,Feb,2013,Winter,0.037869973818686134,0.0019521752333808045,6.258551198748323,0.8608772968322338,0.19361078650305705,0.020047954435904642,0.030033944513613773,0.0012358137909874469,0.23701117003950573
2013-02-16,60,0.1848,1.2296,0.09289617486338798,0.0027620961085019517,0.003150943889402061,0.0777,0.29251117792768233,0.5413544376762375,0.24451229961519888,4e-4,0.0065,0.0118,9e-4,0.0129,0.0022,0.0018,0.0029,0.0164,0.0777,0.002858233254867443,0.0025055079454170707,2,Feb,2013,Winter,0.029658077741992632,0.0032423074677105095,11.252263332617627,0.5328385376309219,0.23804719543030514,0.019581675871515082,0.02544059669591616,0.0026235716501977996,0.33372050069214665
2013-02-16,50,0.2244,1.3074,0.09737827715355804,0.007857292120602207,0.008804221098500499,0.1928,0.27855346888095606,0.586720471829893,0.21753220549433497,0.0018,0.0152,0.0277,0.0027,0.0342,0.0062,0.0057,0.0068,0.0359,0.1928,0.007946881216249514,0.007092162550805738,2,Feb,2013,Winter,0.031975125700959665,0.003802587352784892,9.861214705229013,1.263972697870182,0.2547281306841562,0.0300537197366814,0.02681164025231453,0.0030099533041791585,0.3153135797638496
2013-02-16,40,0.2315,1.3199,0.10312075983717772,0.008477586786457665,0.00945722515250207,0.2143,0.2630162734885907,0.6036798558937552,0.21620971486431304,0.0021,0.0166,0.0289,0.0035,0.038,0.0077,0.007,0.0075,0.0396,0.2143,0.008481988908824787,0.007603371595452533,2,Feb,2013,Winter,0.029651391854364075,0.0031512074631917177,11.299875348763292,1.1187456913581866,0.24897438744874797,0.03620727679024648,0.025727927652287434,0.002163126472840565,0.3350570318716493
2013-02-16,30,0.2243,1.3073,0.12228796844181458,0.008216882093171242,0.00917898571612815,0.2206,0.26114570158344147,0.6107241924014352,0.2096363567275905,0.0021,0.0166,0.0296,0.0042,0.0385,0.0108,0.0078,0.0078,0.0389,0.2195,0.008056506200546404,0.0072120562750714054,2,Feb,2013,Winter,0.03220647033617982,0.0022727799543678876,10.099277399207072,1.041880212352009,0.27828930898448573,0.03162921976480995,0.02798470872984119,0.0016162552651708079,0.32526207797441387
2013-02-16,20,0.2225,1.3039,0.14066496163682865,0.009106589114688726,0.010200974993624462,0.2263,0.2550583370255502,0.6078496529316202,0.2146443867755343,0.0022,0.0167,0.0297,0.005,0.0377,0.0131,0.0086,0.0089,0.0395,0.225,0.00876605523748803,0.007825611106228675,2,Feb,2013,Winter,0.03632135466247872,0.0015650920447452862,7.775300120741323,1.0298800422587255,0.25509284882177763,0.028207333264223387,0.031123732247173883,0.0010868277984791566,0.2824094332926592
2013-02-16,10,0.2122,1.2849,0.15634971282705806,0.009584860337238418,0.010940631584655433,0.23,0.24340177463294552,0.6357573604008631,0.1947512887460668,0.0022,0.0162,0.029,0.0051,0.0368,0.0165,0.0107,0.008,0.0373,0.2288,0.009230066978247915,0.008086270176023733,2,Feb,2013,Winter,0.03790632164801343,0.0013071566280883967,7.3200545201086555,0.74141003359417,0.24506473002477744,0.02299249507662841,0.03161680891785094,6.864259522924714e-4,0.2774763411202333
2013-02-16,5,0.2047,1.2705,0.16195372750642675,0.009357831391400846,0.010552687807629364,0.2253,0.24166631986349832,0.6386657788505555,0.19392192767073116,0.002,0.0163,0.0286,0.0046,0.0366,0.0171,0.0106,0.0081,0.0363,0.2253,0.008843640681972166,0.007842295716186828,2,Feb,2013,Winter,0.037869973818686134,0.0019521752333808045,6.258551198748323,0.8608772968322338,0.19361078650305705,0.020047954435904642,0.030033944513613773,0.0012358137909874469,0.23701117003950573
2013-04-11,80,0.2245,1.3076,0.08083282302510718,0.009304703977226183,0.010923173660694596,0.2516,0.6067808266281549,0.3318570478875823,0.10731494853632258,0.0021,0.0108,0.0836,0.0011,0.0257,0.0083,0.0047,0.0049,0.0232,0.2516,0.010040222697307158,0.008552578487334048,4,Apr,2013,Spring,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-04-11,70,0.228,1.3138,0.08051082731815658,0.011035480917415925,0.012774186191212884,0.2783,0.5858542002387971,0.3387201816861072,0.1218282164536141,0.0023,0.011,0.0886,0.0014,0.0285,0.0087,0.0056,0.0058,0.0296,0.2783,0.011745725892642164,0.010147005218901039,4,Apr,2013,Spring,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-04-11,60,0.2292,1.316,0.07788516202387721,0.011362723185266259,0.013170524042120272,0.2688,0.5441485379366404,0.3681062696528268,0.13729919356563777,0.0026,0.0098,0.08,0.0017,0.0297,0.0078,0.0065,0.0059,0.0336,0.2688,0.012144735643160364,0.01047773564894933,4,Apr,2013,Spring,0.030482443943061262,9.993534632137487e-4,5.767318275630648,1.4417896393143432,0.12605568514094928,0.025509553236078474,0.026387272923701376,9.157621523523945e-4,0.17580195603870397
2013-04-11,50,0.2579,1.3638,0.07251766455931574,0.017368983057629215,0.020086701009852152,0.4178,0.5413657236964133,0.3550246468779684,0.14997217741255556,0.0037,0.0137,0.1213,0.0028,0.0423,0.0108,0.0101,0.0087,0.0583,0.4164,0.018630060363916425,0.01610942497051962,4,Apr,2013,Spring,0.035088855320418166,0.0013650378554762215,6.638708560848142,1.1686031618364934,0.19856317748093713,0.026480146936257908,0.03010377392470201,0.0015492774773484467,0.23294468420602196
2013-04-11,40,0.3219,1.4545,0.07339667458432303,0.023067578942256167,0.0260770738270072,0.6404,0.4559129102446602,0.4121354060993612,0.17526743299308067,0.0049,0.0203,0.1642,0.0053,0.0635,0.0159,0.0248,0.015,0.1124,0.637,0.024163103325214985,0.02137449535718321,4,Apr,2013,Spring,0.01857534888865554,0.0016261494302971394,11.514289808751986,2.12726962890156,0.2535629905298927,0.0229471499225788,0.02981361556713187,0.001537739531984019,0.213881950402659
2013-04-11,30,0.4219,1.5667,0.08757430767000143,0.03940728427234891,0.04438382810794088,1.0308,0.34011981769987815,0.5566940565686357,0.17844193554342008,0.0098,0.0386,0.195,0.0111,0.1777,0.0272,0.0427,0.0332,0.1655,1.0236,0.040496945089643605,0.035956218635043016,4,Apr,2013,Spring,0.024613640940233265,0.0012744395592372163,12.65259714759472,0.9713045466170936,0.3764398813400613,0.025376261338002446,0.030300490047489664,0.0012372542302774626,0.311426483152316
2013-04-11,20,0.6126,1.7233,0.10419026047565119,0.05452497889454595,0.0614888769041554,1.4864,0.29059011612222285,0.626028200160979,0.16074919565903478,0.0209,0.0547,0.2397,0.019,0.2684,0.0513,0.0804,0.0499,0.206,1.4736,0.0550823348031562,0.048844007141093826,4,Apr,2013,Spring,0.02928519678689756,0.00113292219404407,9.229149286460846,0.7346843777277247,0.27014375152957054,0.021128568240296377,0.030131413594062274,0.0010527314922202137,0.27027745302966105
2013-04-11,10,0.7638,1.8166,0.1421640693913555,0.07432809423009729,0.0851272802677499,2.0789,0.2252131734971238,0.7045649397918142,0.13877760103529158,0.038,0.0665,0.2721,0.0386,0.3586,0.1244,0.1725,0.069,0.2593,2.0552,0.07302523968866814,0.06376130988424253,4,Apr,2013,Spring,0.0329355883782256,5.064988316984594e-4,6.982985795321127,0.34690444542442594,0.2333157087836338,0.02037835218375303,0.02984066944177691,6.355699806456217e-4,0.22998874580569295
2013-04-11,5,0.6898,1.7734,0.18228536880290208,0.0759939080233178,0.08629981634558698,1.8963,0.210656559376492,0.7213750867987594,0.1353620576461456,0.03,0.0624,0.2462,0.0424,0.3377,0.1718,0.1742,0.0694,0.2315,1.867,0.07056862249540893,0.062141330472513495,4,Apr,2013,Spring,0.03642812866241089,5.284710125230242e-4,5.28787159977143,0.3634405766628789,0.17482582760994084,0.02099018690783052,0.03150833231904388,5.67981436762153e-4,0.19262726698678215
2013-04-14,80,0.1931,1.2472,0.08392603129445235,0.004616653217034329,0.005557500100807956,0.1111,0.6467475748540713,0.3210011338344602,0.07892747658841809,0.001,0.0051,0.0389,3e-4,0.0114,0.0038,0.0017,0.0021,0.0063,0.1111,0.005091081173428625,0.004229195834665872,4,Apr,2013,Spring,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-04-14,70,0.2016,1.2643,0.07706945765937204,0.006802865527347413,0.008045835161098497,0.1621,0.6451370843350054,0.32720286814057215,0.07291246890763307,0.0019,0.0078,0.0584,5e-4,0.0167,0.0054,0.0029,0.0027,0.0093,0.1621,0.00742574700881593,0.00627857237062511,4,Apr,2013,Spring,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-04-14,60,0.1757,1.2098,0.0744920993227991,0.0031364384331282282,0.003768361318111122,0.063,0.5333856645243585,0.4266463883301444,0.09035307200444816,0.0012,0.004,0.0202,2e-4,0.0079,0.0022,0.0021,0.0011,0.0056,0.063,0.0034876481725181945,0.002902798549847796,4,Apr,2013,Spring,0.030482443943061262,9.993534632137487e-4,5.767318275630648,1.4417896393143432,0.12605568514094928,0.025509553236078474,0.026387272923701376,9.157621523523945e-4,0.17580195603870397
2013-04-14,50,0.1736,1.2049,0.07450980392156863,0.002012081419787355,0.0026030382840280574,0.034,0.4957478046483282,0.4675475774952215,0.08207983600653758,8e-4,0.0028,0.011,-1,0.0042,0.0014,0.0016,5e-4,0.0032,0.034,0.0024090864118847906,0.0018621616277247675,4,Apr,2013,Spring,0.035088855320418166,0.0013650378554762215,6.638708560848142,1.1686031618364934,0.19856317748093713,0.026480146936257908,0.03010377392470201,0.0015492774773484467,0.23294468420602196
2013-04-14,40,0.1997,1.2606,0.0964312832194381,0.007949058539588529,0.009234487456454065,0.1982,0.4794916436581492,0.3709266130875965,0.1921050009086166,0.0026,0.0105,0.0509,0.0015,0.0186,0.0053,0.0051,0.0074,0.0313,0.1982,0.008343993981154395,0.007182520624229574,4,Apr,2013,Spring,0.01857534888865554,0.0016261494302971394,11.514289808751986,2.12726962890156,0.2535629905298927,0.0229471499225788,0.02981361556713187,0.001537739531984019,0.213881950402659
2013-04-14,30,0.3529,1.4925,0.11948818897637796,0.02891247788083463,0.03288286974276334,0.7935,0.4067134791622032,0.42008883712088063,0.22609711128478877,0.01,0.026,0.1669,0.0077,0.0899,0.021,0.0242,0.0397,0.1303,0.7894,0.028953755188854412,0.025457778260034113,4,Apr,2013,Spring,0.024613640940233265,0.0012744395592372163,12.65259714759472,0.9713045466170936,0.3764398813400613,0.025376261338002446,0.030300490047489664,0.0012372542302774626,0.311426483152316
2013-04-14,20,0.4554,1.5986,0.12240184757505772,0.03834930504218695,0.043103851352674354,1.006,0.3719084530890158,0.5041433972715604,0.193477625887476,0.0191,0.0304,0.1936,0.0081,0.1532,0.0325,0.0356,0.047,0.1381,0.9998,0.03782786030950636,0.03365527925180379,4,Apr,2013,Spring,0.02928519678689756,0.00113292219404407,9.229149286460846,0.7346843777277247,0.27014375152957054,0.021128568240296377,0.030131413594062274,0.0010527314922202137,0.27027745302966105
2013-04-14,10,0.4617,1.6044,0.1704316707671662,0.05618048366094467,0.06381609273352937,1.442,0.29737694044817836,0.6440424490311577,0.13347282977749003,0.0643,0.0401,0.2035,0.0176,0.2432,0.0888,0.0849,0.0636,0.1058,1.4199,0.052939809427121544,0.04660554996610239,4,Apr,2013,Spring,0.0329355883782256,5.064988316984594e-4,6.982985795321127,0.34690444542442594,0.2333157087836338,0.02037835218375303,0.02984066944177691,6.355699806456217e-4,0.22998874580569295
2013-04-14,5,0.4361,1.5805,0.17395616384012696,0.05989735687935503,0.06816392553016883,1.5176,0.2719947735191638,0.645859360673024,0.15263243856592698,0.0785,0.0403,0.1971,0.0219,0.2523,0.1096,0.0999,0.0658,0.1648,1.4971,0.05630639053265656,0.04947784245245939,4,Apr,2013,Spring,0.03642812866241089,5.284710125230242e-4,5.28787159977143,0.3634405766628789,0.17482582760994084,0.02099018690783052,0.03150833231904388,5.67981436762153e-4,0.19262726698678215
2013-05-15,100,0.1743,1.2065,0.08241758241758242,0.0025002537315638672,0.002992154298584929,0.0411,0.5994873509417139,0.3772428396300011,0.08498829822801736,0.0038,0.0042,0.015,-1,0.0071,0.0018,4e-4,0.0012,0.0029,0.0411,0.0027455481750751818,0.002294188863577834,5,May,2013,Spring,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-15,70,0.2018,1.2649,0.05182481751824818,0.005830908330374046,0.0065256817770980476,0.1684,0.3664365807485074,0.7088859764089123,0.04871414009028687,0.0053,0.0206,0.0372,-1,0.0546,0.0054,0.0038,0.0017,0.0084,0.1684,0.0061874895098177835,0.005528722570186778,5,May,2013,Spring,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-05-15,60,0.2196,1.2986,0.050274223034734916,0.008630088578686487,0.009515507333161576,0.2589,0.3746933829831251,0.7081338475633184,0.04784703135620771,0.008,0.0306,0.0603,4e-4,0.0907,0.0085,0.0049,0.0025,0.0133,0.2589,0.009037122595205555,0.008196217580672084,5,May,2013,Spring,0.030482443943061262,9.993534632137487e-4,5.767318275630648,1.4417896393143432,0.12605568514094928,0.025509553236078474,0.026387272923701376,9.157621523523945e-4,0.17580195603870397
2013-05-15,50,0.2479,1.3477,0.04923173408592037,0.013004739067591644,0.013812433237395765,0.3657,0.3980457362554422,0.700764128268187,0.03967540378239694,0.0133,0.035,0.0929,8e-4,0.1402,0.0125,0.0061,0.0032,0.0157,0.3657,0.013132423197172768,0.012364493211959192,5,May,2013,Spring,0.035088855320418166,0.0013650378554762215,6.638708560848142,1.1686031618364934,0.19856317748093713,0.026480146936257908,0.03010377392470201,0.0015492774773484467,0.23294468420602196
2013-05-15,40,0.3683,1.5102,0.0590778097982709,0.026951629472473145,0.02839970221805435,0.8896,0.4374165339666946,0.6372740276915603,0.05663220965695932,0.0543,0.0671,0.2277,0.0032,0.3119,0.0317,0.0106,0.0134,0.0467,0.8854,0.026721910012088602,0.025359386232744904,5,May,2013,Spring,0.01857534888865554,0.0016261494302971394,11.514289808751986,2.12726962890156,0.2535629905298927,0.0229471499225788,0.02981361556713187,0.001537739531984019,0.213881950402659
2013-05-15,30,1.2257,2.0184,0.08698749053999913,0.08704117610683378,0.09037828768556704,2.5305,0.2727623924676991,0.8530669645833113,0.06780950147418943,0.2708,0.1624,0.2757,0.01,1.2364,0.1231,0.0191,0.0723,0.0865,2.52,0.08251650724049746,0.07946968262365017,5,May,2013,Spring,0.024613640940233265,0.0012744395592372163,12.65259714759472,0.9713045466170936,0.3764398813400613,0.025376261338002446,0.030300490047489664,0.0012372542302774626,0.311426483152316
2013-05-15,20,0.4349,1.5793,0.18469720778435875,0.04417001902274357,0.047604736221531434,0.9841,0.25148312772616166,0.6847628645035791,0.20083172206691868,0.0612,0.0812,0.1154,0.0082,0.3303,0.0614,0.0129,0.0914,0.0735,0.9755,0.03881227436410366,0.036011939841460824,5,May,2013,Spring,0.02928519678689756,0.00113292219404407,9.229149286460846,0.7346843777277247,0.27014375152957054,0.021128568240296377,0.030131413594062274,0.0010527314922202137,0.27027745302966105
2013-05-15,10,0.2526,1.3553,0.2785543811796795,0.019437472295062767,0.02111891126501098,0.3602,0.23803426769382147,0.6507592124603128,0.23002502696739777,0.0182,0.0306,0.0392,0.0054,0.0997,0.0398,0.0065,0.0419,0.0174,0.3572,0.015236146006397283,0.014023079228214393,5,May,2013,Spring,0.0329355883782256,5.064988316984594e-4,6.982985795321127,0.34690444542442594,0.2333157087836338,0.02037835218375303,0.02984066944177691,6.355699806456217e-4,0.22998874580569295
2013-05-15,5,0.2328,1.3221,0.28446909667194936,0.01749043692559487,0.019055954680157087,0.3117,0.22195874521455916,0.7167626135649391,0.18398234386606477,0.0116,0.0287,0.033,0.005,0.0881,0.0428,0.008,0.029,0.0112,0.3087,0.013635124466071194,0.01251494813297319,5,May,2013,Spring,0.03642812866241089,5.284710125230242e-4,5.28787159977143,0.3634405766628789,0.17482582760994084,0.02099018690783052,0.03150833231904388,5.67981436762153e-4,0.19262726698678215
2013-06-08,70,0.2126,1.2856,0.0504109589041096,0.0079747743922876,0.008388715074472032,0.2238,0.368717285665534,0.6455099951454211,0.1141787350217014,0.0064,0.0232,0.0454,0.0012,0.0685,0.0064,0.0015,0.0028,0.0283,0.2238,0.007965831903594537,0.007572758368128445,6,Jun,2013,Summer,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-06-08,60,0.2111,1.2829,0.0583756345177665,0.006872229674416986,0.007146735024965153,0.1989,0.34094550615682295,0.6998320110440263,0.09803791117098835,0.0097,0.0193,0.0337,0.001,0.0642,0.0064,0.002,0.0028,0.0195,0.1989,0.006729539833152466,0.006471058906621071,6,Jun,2013,Summer,0.046829152932821784,0.0015494523901085884,6.507239790045498,0.9483613573131066,0.2498867657514078,0.028856716492394647,0.04022153873074132,0.0012338975209394269,0.30472852729858374
2013-06-08,50,0.2519,1.3541,0.062272963155163466,0.011617987188988444,0.01207826390846642,0.2508,0.21322480612607528,0.752727378941373,0.1678974963123792,0.0159,0.0284,0.0187,0.003,0.0705,0.0089,0.004,0.0031,0.0432,0.2508,0.01132611462511615,0.010894500700831406,6,Jun,2013,Summer,0.031031935493616804,0.001998970915734773,6.394805507680815,0.9273558523872418,0.2671516884090242,0.03204837098453216,0.025369889449070496,0.0015069766449014397,0.1984431920085765
2013-06-08,40,0.2667,1.3774,0.06799336650082918,0.014498944674444554,0.01501457727421639,0.3197,0.15069572066159098,0.8574841540711847,0.14028428908974985,0.014,0.0353,0.0175,0.0044,0.1015,0.0137,0.0082,0.0027,0.0483,0.3197,0.013993685618755575,0.0135131126153198,6,Jun,2013,Summer,0.020667971930761704,0.0021564387511898058,6.579033205299767,1.39510744136298,0.26881028639080956,0.038128834137710475,0.020004352125075106,0.001599562300104997,0.1359752736186848
2013-06-08,30,0.2815,1.3995,0.10145441645973752,0.017617923402663764,0.01765663101405915,0.3482,0.1360591979454396,1.0218974505836955,0.04572567061134872,0.0036,0.0258,0.0262,0.0027,0.1696,0.0269,0.0103,0.0017,0.0178,0.3482,0.015865287817882875,0.015830507264614158,6,Jun,2013,Summer,0.03207097020978407,0.0014085592905147975,7.6784802521583,0.899093843373823,0.2564259912839492,0.020548161071456423,0.028005382951992217,0.0010861336172932313,0.2462563114233841
2013-06-08,20,0.2011,1.2633,0.15499070055796652,0.010599702165389904,0.011116350851272353,0.2103,0.1354652721175885,0.9529558496118856,0.08758417347256942,0.0025,0.0176,0.0144,0.0023,0.0825,0.0202,0.0066,0.0048,0.0127,0.2103,0.009393419845185503,0.008956846901070329,6,Jun,2013,Summer,0.046435638763307405,0.002037785119943228,5.496272496563647,1.1048893090676577,0.16681908093703443,0.029260661218426406,0.03605322486213605,0.0018083281837867416,0.25522292419513126
2013-06-09,80,0.1975,1.2563,0.05136986301369862,0.003639361655776936,0.00415734000078246,0.1115,0.472578383949047,0.5098832944933941,0.10226819055400298,0.0031,0.0112,0.0308,6e-4,0.0234,0.0031,0.0017,0.0014,0.0129,0.1115,0.003943778014440895,0.0034524081460623676,6,Jun,2013,Summer,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-06-09,70,0.2112,1.283,0.05394190871369294,0.006018913907311699,0.006585485235930926,0.1763,0.4213825811846853,0.5803250311405329,0.09841578020924098,0.0049,0.0243,0.0433,9e-4,0.0439,0.0052,0.0017,0.0026,0.0187,0.1763,0.0062302515924989674,0.005694242202767914,6,Jun,2013,Summer,NA,NA,NA,NA,NA,NA,NA,NA,NA
